rank,source,title,reward,currency,payment_type,estimated_hours,payment_probability,execution_probability,eligibility_probability,receipt_probability,expected_receivable_value,revenue_velocity,direct_executability_score,queue_priority,requires_human_action,status,url,source_file,source_row,generated_at
626,GitHub Reward Issues,[cpagent78/crawler-network] [P3] 크롤러 피드백 API + 학습 로직,0.0,unknown,unknown,8.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://github.com/Vikingr2023/awesome-agent-bounties/issues/58,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\verified_opportunities.csv,36,2026-07-17T19:32:34.181302+00:00
627,GitHub Reward Issues,[Open-Source-Bazaar/Open-Source-Bazaar.github.io] 基于 OCToken NFT 机制实现【开放协作人奖】颁发程序,0.0,unknown,unknown,8.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://github.com/Vikingr2023/awesome-agent-bounties/issues/57,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\verified_opportunities.csv,37,2026-07-17T19:32:34.181302+00:00
628,GitHub Reward Issues,[Digital-Nomad-Home/LinJuLi-MiniApp] 开发开源悬赏平台的“权益商城”功能,0.0,unknown,unknown,8.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://github.com/Vikingr2023/awesome-agent-bounties/issues/56,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\verified_opportunities.csv,38,2026-07-17T19:32:34.181302+00:00
629,GitHub Reward Issues,[Digital-Nomad-Home/LinJuLi-MiniApp] 开发开源悬赏平台“代币交易所” 功能,0.0,unknown,unknown,8.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://github.com/Vikingr2023/awesome-agent-bounties/issues/55,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\verified_opportunities.csv,39,2026-07-17T19:32:34.181302+00:00
630,GitHub Reward Issues,[Digital-Nomad-Home/LinJuLi-MiniApp] 开源悬赏平台增加“交易”功能,0.0,unknown,unknown,8.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://github.com/Vikingr2023/awesome-agent-bounties/issues/54,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\verified_opportunities.csv,40,2026-07-17T19:32:34.182302+00:00
631,GitHub Reward Issues,[harnessclaw/harnessclaw] [Reward] HarnessClaw 体验测评（任一场景） #2,0.0,unknown,unknown,8.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://github.com/Vikingr2023/awesome-agent-bounties/issues/53,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\verified_opportunities.csv,41,2026-07-17T19:32:34.182302+00:00
632,GitHub Reward Issues,[Open-Source-Bazaar/Open-Source-Bazaar.github.io] 开源市集代码贡献指南,0.0,unknown,unknown,8.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://github.com/Vikingr2023/awesome-agent-bounties/issues/51,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\verified_opportunities.csv,42,2026-07-17T19:32:34.182302+00:00
633,GitHub Reward Issues,[Open-Source-Bazaar/Open-Source-Bazaar.github.io] [Reward] Bot Killer,0.0,unknown,unknown,8.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://github.com/Vikingr2023/awesome-agent-bounties/issues/50,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\verified_opportunities.csv,43,2026-07-17T19:32:34.182302+00:00
634,GitHub Reward Issues,[idea2app/MobX-GitHub] MobX-GitHub 新增 Git Tree API 封装类,0.0,unknown,unknown,8.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://github.com/Vikingr2023/awesome-agent-bounties/issues/49,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\verified_opportunities.csv,44,2026-07-17T19:32:34.183301+00:00
635,GitHub Reward Issues,[Reward] HarnessClaw 体验测评（任一场景） #2,0.0,unknown,unknown,8.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://github.com/harnessclaw/harnessclaw/issues/66,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\verified_opportunities.csv,45,2026-07-17T19:32:34.183301+00:00
636,GitHub Bounty Issues,Frantic bounty #46: Publish Sourcey docs for a second ecosystem,0.0,unknown,unknown,8.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://github.com/auscaster/frantic-board/issues/97,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\verified_opportunities.csv,46,2026-07-17T19:32:34.183301+00:00
637,GitHub Bounty Issues,Improve PI calculation accuracy,0.0,unknown,unknown,8.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://github.com/xevrion-v2/agent-playground/issues/14,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\verified_opportunities.csv,47,2026-07-17T19:32:34.183301+00:00
638,GitHub Bounty Issues,Implement infinite sequence iterator,0.0,unknown,unknown,8.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://github.com/xevrion-v2/agent-playground/issues/15,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\verified_opportunities.csv,48,2026-07-17T19:32:34.183301+00:00
639,GitHub Bounty Issues,Add request body size limit,0.0,unknown,unknown,8.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://github.com/xevrion-v2/agent-playground/issues/9,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\verified_opportunities.csv,49,2026-07-17T19:32:34.184301+00:00
640,GitHub Bounty Issues,Improve Prisma schema comments,0.0,unknown,unknown,8.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://github.com/xevrion-v2/agent-playground/issues/5,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\verified_opportunities.csv,50,2026-07-17T19:32:34.184301+00:00
641,GitHub Bounty Issues,Document environment variables,0.0,unknown,unknown,8.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://github.com/xevrion-v2/agent-playground/issues/4,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\verified_opportunities.csv,51,2026-07-17T19:32:34.184301+00:00
642,GitHub Bounty Issues,Improve API route TODO coverage,0.0,unknown,unknown,8.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://github.com/xevrion-v2/agent-playground/issues/10,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\verified_opportunities.csv,52,2026-07-17T19:32:34.184301+00:00
643,GitHub Bounty Issues,Normalize health check response shape,0.0,unknown,unknown,8.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://github.com/xevrion-v2/agent-playground/issues/8,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\verified_opportunities.csv,53,2026-07-17T19:32:34.185301+00:00
644,GitHub Bounty Issues,Write unit tests for user routes,0.0,unknown,unknown,8.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://github.com/xevrion-v2/agent-playground/issues/12,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\verified_opportunities.csv,54,2026-07-17T19:32:34.185301+00:00
645,GitHub Grant Issues,"Introduce the architectural distinction between ""Grant Layer Authority"" and ""Execution Layer Evidence",0.0,unknown,unknown,8.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://github.com/Maisy-ML/Agent-Authorization-Use-Cases/issues/10,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\verified_opportunities.csv,55,2026-07-17T19:32:34.185301+00:00
646,AI Agent Bounties,🎯 Bounty Alert: 15 New Opportunityies found,0.0,unknown,unknown,8.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://github.com/dev-kp-eloper/BountyScout/issues/476,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\verified_opportunities.csv,56,2026-07-17T19:32:34.186301+00:00
647,AI Agent Bounties,🎯 Bounty Alert: 12 New Opportunityies found,0.0,unknown,unknown,8.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://github.com/vansh-09/BountyScout/issues/366,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\verified_opportunities.csv,57,2026-07-17T19:32:34.186301+00:00
648,AI Agent Bounties,🎯 Bounty Alert: 12 New Opportunityies found,0.0,unknown,unknown,8.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://github.com/freedom-winds/BountyScout/issues/92,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\verified_opportunities.csv,58,2026-07-17T19:32:34.186301+00:00
649,AI Agent Bounties,[EASY BOUNTY: 2 RTC] Leave an Honest Review of BoTTube on ToolPilot.ai,0.0,unknown,unknown,8.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://github.com/Scottcjn/rustchain-bounties/issues/2155,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\verified_opportunities.csv,59,2026-07-17T19:32:34.186301+00:00
650,GitHub Paid Issues,[API]: Api.Airforce,0.0,unknown,unknown,8.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://github.com/open-free-llm-api/awesome-freellm-apis/issues/11,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\verified_opportunities.csv,60,2026-07-17T19:32:34.186301+00:00
651,GitHub Bounty Issues,Frantic bounty #98: Write honestly about Frantic for runway (no cash eligibility needed),0.0,unknown,unknown,8.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://github.com/auscaster/frantic-board/issues/278,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\verified_opportunities.csv,61,2026-07-17T19:32:34.187301+00:00
652,AI Agent Bounties,[BOUNTY $100] 🐜The Memanto Bug & Exploit Challenge,0.0,USD,unknown,30.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://github.com/moorcheh-ai/memanto/issues/770,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\external_revenue_queue.csv,7,2026-07-17T19:32:33.764374+00:00
653,AI Agent Bounties,[BOUNTY $100] 🐜The Memanto Bug & Exploit Challenge,0.0,USD,unknown,30.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://github.com/moorcheh-ai/memanto/issues/770,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\verified_opportunities.csv,8,2026-07-17T19:32:34.174302+00:00
654,GitHub Paid Issues,Tool discovery 2026-07-15: 6 candidates,0.0,USD,unknown,30.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://github.com/TarronKayAUA/aua-ai-hub/issues/21,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\verified_opportunities.csv,15,2026-07-17T19:32:34.176302+00:00
655,AI Agent Bounties,Security review request — volunteer peer review welcome (free),0.0,unknown,unknown,30.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://github.com/edgarfloresguerra2011-a11y/marketnow/issues/2,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\verified_opportunities.csv,26,2026-07-17T19:32:34.178301+00:00
656,AI Agent Bounties,Register in Ecosystem Contributors — 3 RTC per registration,0.0,unknown,unknown,30.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://github.com/Scottcjn/rustchain-bounties/issues/1575,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\verified_opportunities.csv,31,2026-07-17T19:32:34.180302+00:00
657,devpost_execution_triage,GenZ Can Hack 2026,0.0,unknown,unknown,45.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://genz-can-hack-2026.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_execution_triage.csv,13,2026-07-17T19:32:33.642396+00:00
658,devpost_execution_triage,QuantumHacks,0.0,unknown,unknown,45.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://quantumhacks.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_execution_triage.csv,16,2026-07-17T19:32:33.642396+00:00
659,devpost_execution_triage,ML Empowerment Build Challenge 2.0,0.0,unknown,unknown,45.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://ml-empowerment-2.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_execution_triage.csv,17,2026-07-17T19:32:33.642396+00:00
660,devpost_execution_triage,TechCommons Hacks,0.0,unknown,unknown,45.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://techcommons-hacks.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_execution_triage.csv,20,2026-07-17T19:32:33.643395+00:00
661,devpost_execution_triage,Hack The Limit,0.0,unknown,unknown,45.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://hack-the-limit-1.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_execution_triage.csv,28,2026-07-17T19:32:33.644396+00:00
662,devpost_execution_triage,Brainwave 2026,0.0,unknown,unknown,45.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://brainwaves.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_execution_triage.csv,29,2026-07-17T19:32:33.644396+00:00
663,devpost_execution_triage,AceSAT Education AI-Agent,0.0,unknown,unknown,45.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://acesat-ai-agent.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_execution_triage.csv,31,2026-07-17T19:32:33.645396+00:00
664,devpost_execution_triage,NeuralSprint,0.0,unknown,unknown,45.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://neuralsprint.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_execution_triage.csv,32,2026-07-17T19:32:33.645396+00:00
665,devpost_execution_triage,Zero to Query: LingoQL Hackathon,0.0,unknown,unknown,45.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://ztq.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_execution_triage.csv,35,2026-07-17T19:32:33.645396+00:00
666,devpost_execution_triage,Open Atlas - AI for Social Good Hackathon 2026,0.0,unknown,unknown,65.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://oa-ai-for-social-good.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_execution_triage.csv,6,2026-07-17T19:32:33.640397+00:00
667,devpost_execution_triage,The Rice University Urban Sustainability Hackathon,0.0,unknown,unknown,65.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://rice-urban-sustainability.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_execution_triage.csv,7,2026-07-17T19:32:33.641396+00:00
668,devpost_execution_triage,YouCam API Skin AI & Apparel VTO Hackathon,0.0,unknown,unknown,65.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://youcam-api.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_execution_triage.csv,8,2026-07-17T19:32:33.641396+00:00
669,devpost_execution_triage,Africa Deep Tech Challenge 2026,0.0,unknown,unknown,65.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://adtc-2026.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_execution_triage.csv,10,2026-07-17T19:32:33.641396+00:00
670,devpost_execution_triage,"IGAD Hackathon 2026: Smarter Early Warning, Stronger Communities",0.0,unknown,unknown,65.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://igad-husika-hackathon.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_execution_triage.csv,12,2026-07-17T19:32:33.641396+00:00
671,devpost_execution_triage,Backblaze Generative Media Hackathon: Build with Genblaze on B2,0.0,unknown,unknown,65.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://backblaze-generative-media.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_execution_triage.csv,14,2026-07-17T19:32:33.642396+00:00
672,devpost_execution_triage,CockroachDB × AWS Hackathon - Build with Agentic Memory,0.0,unknown,unknown,65.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://cockroachdb-ai.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_execution_triage.csv,15,2026-07-17T19:32:33.642396+00:00
673,devpost_execution_triage,Arm Create: AI Optimization Challenge,0.0,unknown,unknown,65.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://arm-ai-optimization-challenge.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_execution_triage.csv,26,2026-07-17T19:32:33.644396+00:00
674,devpost_execution_triage,BASK(Business Achievement Spotlight for Kids) Monthly Pitch Competition,0.0,unknown,unknown,70.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://baskchallenge.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_execution_triage.csv,24,2026-07-17T19:32:33.643395+00:00
675,devpost_execution_triage,Hack the Arts,0.0,unknown,unknown,70.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://hackthearts.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_execution_triage.csv,25,2026-07-17T19:32:33.643395+00:00
676,devpost_execution_triage,Kuki Designed group,0.0,unknown,unknown,70.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://kuki-designed-group.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_execution_triage.csv,27,2026-07-17T19:32:33.644396+00:00
677,devpost_execution_triage,Build Beyond Hackathon,0.0,unknown,unknown,70.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://build-beyond-hackathon.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_execution_triage.csv,30,2026-07-17T19:32:33.645396+00:00
678,devpost_execution_triage,ImpactForge,0.0,unknown,unknown,70.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://impactforge.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_execution_triage.csv,33,2026-07-17T19:32:33.645396+00:00
679,devpost_execution_triage,CSC Summer Impactathon,0.0,unknown,unknown,70.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://csc-summer-impactathon.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_execution_triage.csv,34,2026-07-17T19:32:33.645396+00:00
680,devpost_execution_triage,3D Websites Hackathon,0.0,unknown,unknown,70.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://3d-websites-hackathon.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_execution_triage.csv,36,2026-07-17T19:32:33.646395+00:00
681,MCP Paid Opportunities,senddigidollar: integer-vs-decimal amount ambiguity is a 100× footgun,0.0,USD,unknown,80.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://github.com/DigiByte-Core/digibyte/issues/424,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\external_revenue_queue.csv,2,2026-07-17T19:32:33.763375+00:00
682,GitHub Grant Issues,Grant Application - Educating Communities by Educating Their Leaders,0.0,USD,unknown,80.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://github.com/ZcashCommunityGrants/zcashcommunitygrants/issues/356,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\external_revenue_queue.csv,9,2026-07-17T19:32:33.764374+00:00
683,MCP Paid Opportunities,senddigidollar: integer-vs-decimal amount ambiguity is a 100× footgun,0.0,USD,unknown,80.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://github.com/DigiByte-Core/digibyte/issues/424,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\verified_opportunities.csv,2,2026-07-17T19:32:34.173303+00:00
684,GitHub Grant Issues,Grant Application - Educating Communities by Educating Their Leaders,0.0,USD,unknown,80.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://github.com/ZcashCommunityGrants/zcashcommunitygrants/issues/356,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\verified_opportunities.csv,14,2026-07-17T19:32:34.175302+00:00
685,devpost_execution_triage,Build with DataHub: The Agent Hackathon,0.0,unknown,unknown,90.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://datahub.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_execution_triage.csv,9,2026-07-17T19:32:33.641396+00:00
686,devpost_execution_triage,VoltHacks,0.0,unknown,unknown,90.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://volthacks.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_execution_triage.csv,11,2026-07-17T19:32:33.641396+00:00
687,devpost_execution_triage,Pinch Me! I Want 50K: A Nationwide Australian Payments & Fintech Hackathon,0.0,unknown,unknown,90.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://pinch-me-i-want-50k.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_execution_triage.csv,18,2026-07-17T19:32:33.642396+00:00
688,devpost_execution_triage,India High School Exoplanet Data Challenge,0.0,unknown,unknown,90.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://celesta-exoplanet-challenge.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_execution_triage.csv,19,2026-07-17T19:32:33.642396+00:00
689,devpost_execution_triage,SmartAIthon 2026,0.0,unknown,unknown,90.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://smartaithon.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_execution_triage.csv,21,2026-07-17T19:32:33.643395+00:00
690,Grants.gov API,Mathematical Foundations of Artificial Intelligence,0.0,USD,unknown,100.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/353936,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_eligible_queue.csv,12,2026-07-17T19:32:33.963340+00:00
691,Grants.gov API,Pax Silica Artificial Intelligence Assistance Project,0.0,USD,unknown,100.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/363027,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_eligible_queue.csv,13,2026-07-17T19:32:33.963340+00:00
692,Grants.gov API,Cybersecurity Innovation for Cyberinfrastructure,0.0,USD,unknown,100.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/358004,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_eligible_queue.csv,14,2026-07-17T19:32:33.963340+00:00
