rank,queue_status,verification_score,priority_score,title,category,source,url,reward_amount,reward_currency,payment_method,difficulty,estimated_hours,risk_level,country_eligibility,country_restrictions,kyc_required,human_approval_required,verification_status,recommended_action,recommendation_reason,verified_at
1034,BLOCKED_NOT_EXECUTABLE,0.0,0.0,[ASK-CHATGPT] Round 2 activation after SwiftDrop 550 bounce,paid_development,GitHub Paid Issues,https://github.com/me-fake-you/clearsheet-offers/issues/1,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T16:36:18.780921+00:00
1035,BLOCKED_NOT_EXECUTABLE,0.0,0.0,LESTER — Repair LOCAL Agent Controller after DUNCAN QC,paid_development,GitHub Paid Issues,https://github.com/Lester-Sparx/zorr-blatt-shared-hq/issues/49,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T16:36:17.902373+00:00
1036,BLOCKED_NOT_EXECUTABLE,0.0,0.0,🎯 Fix Case-Insensitive Path Comparison in `Worktree.Status()` on Case-Insensitive Filesystems,open_source_bounty,GitHub Bounty Issues,https://github.com/jakaramelod/go-git/issues/1,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T16:36:17.001587+00:00
1037,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Implement Stellar path payment support for cross-asset payments,open_source_bounty,GitHub Bounty Issues,https://github.com/OphirPay/OphirPay/issues/64,0.0,,"USDC, GitHub Sponsors",baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T16:36:15.831929+00:00
1038,BLOCKED_LINK_INACTIVE,0.0,0.0,"SWE-Swiss Organization: Bytedance Seed Paper: https://pebble-potato-fc6.notion.site/SWE-Swiss-A-Multi-Task-Fine-Tuning-and-RL-Recipe-for-High-Performance-Issue-Resolution-21e174dedd4880ea829ed4c861c44f88 Code: https://github.com/zhenyuhe00/SWE-Swiss Dataset(s): https://huggingface.co/SWE-Swiss Train/Eval?: Train Owner: https://x.com/SrgntSaltNPepa Difficulty: Medium-Hard Notes: Bounty: $400 - 800. $400 = existing RL dataset, $800 = full auto-gen pipeline ...read more",coding_bounty,Algora Open Bounties,https://algora.io/PrimeIntellect-ai/bounties/FHr4fCjVPjFDmFED,0.0,,,média,30.0,alto,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Rejeitar ou revisar manualmente o endereço.,O link não respondeu como uma oportunidade ativa.,2026-08-26T16:36:14.896171+00:00
1039,BLOCKED_LINK_INACTIVE,0.0,0.0,BixBench Organization: Future House Paper: https://arxiv.org/abs/2503.00096 Code: https://github.com/Future-House/BixBench Difficulty: Hard ...read more,coding_bounty,Algora Open Bounties,https://algora.io/PrimeIntellect-ai/bounties/ihUsQETKr8S5vBRu,0.0,,,média,30.0,alto,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Rejeitar ou revisar manualmente o endereço.,O link não respondeu como uma oportunidade ativa.,2026-08-26T16:36:14.533272+00:00
1040,BLOCKED_LINK_INACTIVE,0.0,0.0,"LangGraph Difficulty: Hard+ Notes: Part of this will be a scoping problem, i.e. determining what set of LangGraph features can be supported with linear generation (i.e. forward sequence of turns w/o forking) ...read more",coding_bounty,Algora Open Bounties,https://algora.io/PrimeIntellect-ai/bounties/YdTCEANzwx7HzgjQ,0.0,,,média,30.0,alto,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Rejeitar ou revisar manualmente o endereço.,O link não respondeu como uma oportunidade ativa.,2026-08-26T16:36:14.153970+00:00
1041,BLOCKED_LINK_INACTIVE,0.0,0.0,SWE-bench Verified Owner: https://x.com/NoisyTails Difficulty: Hard ...read more,coding_bounty,Algora Open Bounties,https://algora.io/PrimeIntellect-ai/bounties/znaiNF1eEZzF62SD,0.0,,,média,30.0,alto,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Rejeitar ou revisar manualmente o endereço.,O link não respondeu como uma oportunidade ativa.,2026-08-26T16:36:13.753936+00:00
1042,BLOCKED_LINK_INACTIVE,0.0,0.0,WebArena Code: https://github.com/web-arena-x/webarena/tree/main Owner: https://x.com/fido20222 Difficulty: Hard ...read more,coding_bounty,Algora Open Bounties,https://algora.io/PrimeIntellect-ai/bounties/U3xSkpanaVo8u1sT,0.0,,,média,30.0,alto,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Rejeitar ou revisar manualmente o endereço.,O link não respondeu como uma oportunidade ativa.,2026-08-26T16:36:13.336527+00:00
1043,BLOCKED_LINK_INACTIVE,0.0,0.0,Kimi-K2 Tool Sim Paper: https://arxiv.org/abs/2507.20534 Owner: https://x.com/kalocide Difficulty: Hard ...read more,coding_bounty,Algora Open Bounties,https://algora.io/PrimeIntellect-ai/bounties/de4q6RZcDpDDQPXL,0.0,,,média,30.0,alto,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Rejeitar ou revisar manualmente o endereço.,O link não respondeu como uma oportunidade ativa.,2026-08-26T16:36:12.966997+00:00
1044,BLOCKED_LINK_INACTIVE,0.0,0.0,"ART-E / ART Paper: https://openpipe.ai/blog/art-e-mail-agent Code: https://github.com/OpenPipe/ART/tree/main/examples Owner: https://x.com/dhruvrnaik Difficulty: Easy-Hard Notes: Bounty: $200 - 800. Easy = ART-E agent task, Hard = 2-way portability between ART <-> verifiers tasks ...read more",coding_bounty,Algora Open Bounties,https://algora.io/PrimeIntellect-ai/bounties/cxptwFoEv2up9Qjm,0.0,,,média,30.0,alto,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Rejeitar ou revisar manualmente o endereço.,O link não respondeu como uma oportunidade ativa.,2026-08-26T16:36:12.577340+00:00
1045,BLOCKED_NOT_EXECUTABLE,0.0,0.0,archestra#3859 json in mcp server args textarea,coding_bounty,Algora Open Bounties,https://github.com/archestra-ai/archestra/issues/3859,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T16:36:12.016115+00:00
1046,BLOCKED_NOT_EXECUTABLE,0.0,0.0,dokploy#1413 Organisation and Teams Management,coding_bounty,Algora Open Bounties,https://github.com/Dokploy/dokploy/issues/1413,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T16:36:10.624094+00:00
1047,BLOCKED_NOT_EXECUTABLE,0.0,0.0,[loop] Blocked work - rolling tracker,paid_development,GitHub Paid Issues,https://github.com/YosemiteCrew/Yosemite-Crew/issues/2323,0.0,,"Stripe, GitHub Sponsors",baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T16:36:09.453101+00:00
1048,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Product/UX: build UD court-filing lifecycle backbone from live LASC evidence,paid_development,GitHub Paid Issues,https://github.com/hjt521/ownerpilot/issues/374,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T16:36:08.375571+00:00
1049,BLOCKED_LINK_INACTIVE,0.0,0.0,1-650-420-2207,coding_bounty,Algora Open Bounties,tel:+16504202207,0.0,,,média,30.0,alto,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Rejeitar ou revisar manualmente o endereço.,O link não respondeu como uma oportunidade ativa.,2026-08-26T16:36:07.224981+00:00
1050,BLOCKED_NOT_EXECUTABLE,0.0,0.0,"UMBRELLA: VPFI recycling — complete implementation programme (M1–M8, per the #1348 completion plan)",paid_development,GitHub Paid Issues,https://github.com/vaipakam/vaipakam/issues/1349,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T16:36:07.072788+00:00
1051,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Implement API key scope and permission system,open_source_bounty,GitHub Bounty Issues,https://github.com/OphirPay/OphirPay/issues/92,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T16:36:05.302657+00:00
1052,BLOCKED_LINK_INACTIVE,0.0,0.0,"Writing-Zero Paper: https://arxiv.org/pdf/2506.00103 Difficulty: Very Hard Notes: Full solution should include a pipeline to generate pairwise training samples from existing LLMs+rubrics or public sources, an environment to train GenRM, and an environment to train main model using GenRM. Requires some creative decision-making; discuss proposal with Will before getting too deep into it, will give sufficient compute for train experiments conditional on implementation progress. ...read more",coding_bounty,Algora Open Bounties,https://algora.io/PrimeIntellect-ai/bounties/dgKudALM7Svedj5p,0.0,,,média,30.0,alto,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Rejeitar ou revisar manualmente o endereço.,O link não respondeu como uma oportunidade ativa.,2026-08-26T16:36:03.691710+00:00
1053,BLOCKED_LINK_INACTIVE,0.0,0.0,PaperBench Organization: OpenAI Paper: https://arxiv.org/abs/2504.01848 Code: https://github.com/openai/preparedness/tree/main/project/paperbench Owner: https://x.com/_manan2005 Difficulty: Very Hard ...read more,coding_bounty,Algora Open Bounties,https://algora.io/PrimeIntellect-ai/bounties/RyPmLNGKSWA9D5yJ,0.0,,,média,30.0,alto,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Rejeitar ou revisar manualmente o endereço.,O link não respondeu como uma oportunidade ativa.,2026-08-26T16:36:03.265786+00:00
1054,BLOCKED_LINK_INACTIVE,0.0,0.0,MLE-Bench Organization: OpenAI Paper: https://arxiv.org/abs/2410.07095 Code: https://github.com/openai/mle-bench Owner: https://x.com/creet_z Difficulty: Very Hard ...read more,coding_bounty,Algora Open Bounties,https://algora.io/PrimeIntellect-ai/bounties/ZC7X91RCWXHy4BL2,0.0,,,média,30.0,alto,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Rejeitar ou revisar manualmente o endereço.,O link não respondeu como uma oportunidade ativa.,2026-08-26T16:36:02.812786+00:00
1055,BLOCKED_NOT_EXECUTABLE,0.0,0.0,templates#152 Get Your Custom Dokploy Templates Built!,coding_bounty,Algora Open Bounties,https://github.com/Dokploy/templates/issues/152,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T16:36:02.407397+00:00
1056,BLOCKED_NOT_EXECUTABLE,0.0,0.0,"[Bounty $750] ttnn.addcdiv: forms in1 * value before dividing, overflowing to +/-inf for finite results",open_source_bounty,GitHub Bounty Issues,https://github.com/tenstorrent/tt-metal/issues/54055,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T16:36:01.363810+00:00
1057,BLOCKED_NOT_EXECUTABLE,0.0,0.0,[App Submission] Pollinations Studio - BYOK AI generation studio,paid_development,GitHub Paid Issues,https://github.com/pollinations/pollinations/issues/13997,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:13:12.867528+00:00
1058,BLOCKED_NOT_EXECUTABLE,0.0,0.0,[CI failure] Paid OpenRouter on rage/183-live-operator-behavior,paid_development,GitHub Paid Issues,https://github.com/lost-rob0t/prolog-rlm/issues/244,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:13:11.885262+00:00
1059,BLOCKED_NOT_EXECUTABLE,0.0,0.0,feat(merge-train): skip the trial for a single up-to-date member — land its PR directly,ai_integration,MCP Paid Opportunities,https://github.com/handarbeit/fabrik/issues/1644,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:13:10.757934+00:00
1060,BLOCKED_NOT_EXECUTABLE,0.0,0.0,devops: Add SAST scanning with Semgrep to CI pipeline,paid_development,GitHub Paid Issues,https://github.com/FaveTeamz/workload-governor/issues/638,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:13:09.535521+00:00
1061,BLOCKED_NOT_EXECUTABLE,0.0,0.0,"Allow switching to another quiz within the same room, without a new invite code",competition,GitHub Prize Issues,https://github.com/Ralex91/Razzia/issues/193,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:13:08.497109+00:00
1062,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Weekly slate profile generation: automate or manual?,competition,GitHub Prize Issues,https://github.com/wulke/best-ball-pl/issues/52,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:13:07.648633+00:00
1063,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Sweep the GRPO learning rate: 5e-7 may be too low to move the policy,open_source_bounty,GitHub Reward Issues,https://github.com/marcelo-earth/marcello/issues/19,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:13:06.659882+00:00
1064,BLOCKED_NOT_EXECUTABLE,0.0,0.0,重建 WuHan-2020 新冠救援信息平台前台页面以开放数据存档,open_source_bounty,GitHub Reward Issues,https://github.com/Open-Source-Bazaar/Open-Source-Bazaar.github.io/issues/99,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:13:05.733192+00:00
1065,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Add a reward-hacking audit for the top-k completions,open_source_bounty,GitHub Reward Issues,https://github.com/marcelo-earth/marcello/issues/15,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:13:04.191533+00:00
1066,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Issue #6: Implement Position-Based Distance Penalty,open_source_bounty,GitHub Reward Issues,https://github.com/eliezerkirubi-sys/quadcopter-rl-control/issues/6,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:13:03.105021+00:00
1067,BLOCKED_NOT_EXECUTABLE,0.0,0.0,The reward analysis backlog is blocked on a GRPO run that has never happened,open_source_bounty,GitHub Reward Issues,https://github.com/marcelo-earth/marcello/issues/37,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:13:02.076661+00:00
1068,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Issue #7: Implement Attitude & Angular Velocity Penalties,open_source_bounty,GitHub Reward Issues,https://github.com/eliezerkirubi-sys/quadcopter-rl-control/issues/7,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:13:01.013097+00:00
1069,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Confirm the completion length distribution is not pinned at max_new_tokens,open_source_bounty,GitHub Reward Issues,https://github.com/marcelo-earth/marcello/issues/30,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:12:59.864645+00:00
1070,BLOCKED_NOT_EXECUTABLE,0.0,0.0,[每日信息流] 2026-08-25,ai_bounty,AI Agent Bounties,https://github.com/ruohong2018/ruohong2018.github.io/issues/1294,0.0,,"Stripe, GitHub Sponsors",baixa,8.0,crítico,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Rejeitar imediatamente.,Foram encontrados sinais incompatíveis com as políticas de segurança.,2026-08-26T14:12:58.631964+00:00
1071,BLOCKED_NOT_EXECUTABLE,0.0,0.0,🌐 AI 官方内容追踪报告 2026-08-26,ai_bounty,AI Agent Bounties,https://github.com/junlinzhao327-oss/big_model_radar/issues/452,0.0,,GitHub Sponsors,média,30.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:12:57.489203+00:00
1072,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Test bounty: Write a limerick about Wunderland,ai_bounty,AI Agent Bounties,https://github.com/framerslab/wunderland-sol/issues/6,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:12:56.366272+00:00
1073,BLOCKED_NOT_EXECUTABLE,0.0,0.0,"[BOUNTY: 0.33 RTC/repo] Watch Our Repos — Stay Notified, Earn RTC (Up to 7 RTC)",ai_bounty,AI Agent Bounties,https://github.com/Scottcjn/rustchain-bounties/issues/731,0.0,,"Criptomoeda, GitHub Sponsors",baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:12:55.150534+00:00
1074,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Challenge: break the v0.5.0 first-kill proof on its supported path,ai_bounty,AI Agent Bounties,https://github.com/noqt/Lumi-Eggcracker/issues/8,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:12:53.979795+00:00
1075,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Free Apple ID: provisioning profile banned (0xe8008024) for all apps,paid_development,GitHub Paid Issues,https://github.com/nab138/iloader/issues/583,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:12:52.734346+00:00
1076,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Optimize timers,paid_development,GitHub Paid Issues,https://github.com/getkyo/kyo/issues/1911,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:12:51.559595+00:00
1077,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Peer relation secrets-granting fails intermittently across 4.0.x versions,grant,GitHub Grant Issues,https://github.com/juju/juju/issues/23086,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:12:50.642809+00:00
1078,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Grant package binder — index and checklist,grant,GitHub Grant Issues,https://github.com/adamsimms/rover/issues/47,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:12:49.672145+00:00
1079,BLOCKED_NOT_EXECUTABLE,0.0,0.0,"[Security] ResourceHelper.cs - every re-extraction freezes the vault ACL onto the extracted binaries, so a grant or revocation on the vault root never reaches Servy.Service.exe again",grant,GitHub Grant Issues,https://github.com/aelassas/servy/issues/5922,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:12:48.535235+00:00
1080,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Scheduled payment execution via Vercel Cron (MVP scheduler),open_source_bounty,GitHub Bounty Issues,https://github.com/OphirPay/OphirPay/issues/175,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:12:47.594272+00:00
1081,BLOCKED_NOT_EXECUTABLE,0.0,0.0,"An appointment created outside the platform cannot register itself, so it gets neither the follow-up pause nor attendance reminders",ai_integration,MCP Paid Opportunities,https://github.com/fazer-ai/agents/issues/352,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:12:46.289099+00:00
1082,BLOCKED_NOT_EXECUTABLE,0.0,0.0,🎯 Fail with descriptive error instead of silently sending unauthenticated API requests when keyring access fails,open_source_bounty,GitHub Bounty Issues,https://github.com/condoraltidoi32/cli/issues/1,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:12:45.279095+00:00
1083,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Implement Community Competitions,competition,GitHub Prize Issues,https://github.com/Dfunder/stellarAid-contract/issues/608,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:12:44.112902+00:00
1084,BLOCKED_NOT_EXECUTABLE,0.0,0.0,"The latent-state program: headroom first, then the sandbox, then one promotion gate",competition,GitHub Prize Issues,https://github.com/Winston722/dave-ledger/issues/230,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:12:42.989720+00:00
1085,BLOCKED_NOT_EXECUTABLE,0.0,0.0,"enhance(#3473): one YAML parser — vendored, hand-rolled dialect retired — Phase 4",competition,GitHub Prize Issues,https://github.com/open-gsd/gsd-core/issues/3881,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:12:41.664928+00:00
1086,BLOCKED_NOT_EXECUTABLE,0.0,0.0,"factory, staking, and payout contracts have no admin-rotation mechanism — a lost/compromised admin key permanently bricks them",competition,GitHub Prize Issues,https://github.com/INVERSEARENA/inversearena-frontend/issues/1302,0.0,,GitHub Sponsors,média,30.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:12:40.548208+00:00
1087,BLOCKED_NOT_EXECUTABLE,0.0,0.0,HER Hack-Astron #4｜Domux 智能家居真实使用案例挑战赛,open_source_bounty,GitHub Reward Issues,https://github.com/iflytek/domux/issues/20,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:12:39.614313+00:00
1088,BLOCKED_NOT_EXECUTABLE,0.0,0.0,[BOUNTY: 7 RTC] Add an llms.txt + GEO entity profile to a RustChain ecosystem repo,open_source_bounty,GitHub Bounty Issues,https://github.com/Scottcjn/rustchain-bounties/issues/13226,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:12:38.191135+00:00
1089,BLOCKED_NOT_EXECUTABLE,0.0,0.0,🎯 Prevent YAML 1.1 boolean type coercion for keys and string values (y/yes/on/n/no/off),open_source_bounty,GitHub Bounty Issues,https://github.com/raraelachambr/helm/issues/2,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:12:36.773326+00:00
1090,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Workflow health: 5 not passing on main,ai_integration,MCP Paid Opportunities,https://github.com/chargingthefuture/chargingthefuture/issues/2030,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:12:35.589863+00:00
1091,BLOCKED_NOT_EXECUTABLE,0.0,0.0,"Spike: vendor connector requirements (Claude, ChatGPT, Copilot) + MCP/OAuth stack decision",ai_integration,MCP Paid Opportunities,https://github.com/umage-ai/Umage.Optimizely.GraphSearchtools/issues/60,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:12:34.439017+00:00
